rt,subject,trial_type,size,probe,predicted,phon_sim,probe_phon_sim
1.62750244140625,64,OUT,8,F,0.5263839285714286,0.27294334866378245,0.2416377906993411
1.22454833984375,64,IN,6,V,0.5216071428571428,0.2635907381540213,0.0
1.361572265625,64,OUT,4,C,0.5294642857142857,0.12333409620738355,0.30338517275216026
2.51394653320312,64,IN,8,Z,0.5317410714285714,0.24536066171613133,0.32525892783499105
1.18759155273438,64,OUT,6,H,0.5285119047619047,0.3007178932561155,0.1036680779880244
1.15478515625,64,OUT,4,S,0.5270535714285713,0.1971774076934982,0.38421144925859396
1.01327514648438,64,OUT,8,Z,0.5260267857142857,0.375844430709555,0.22563411426114194
1.69696044921875,64,IN,4,G,0.5388392857142856,0.7117876570272818,0.6924500897298752
1.27725219726562,64,IN,6,P,0.5075595238095238,0.18132734954635768,0.06666666666666668
0.924224853515625,64,OUT,4,S,0.5052678571428572,0.3305107410268315,0.4075789802736717
1.01568603515625,64,OUT,6,G,0.5127380952380952,0.36490427165784584,0.19953559924999298
1.14349365234375,64,IN,4,L,0.5447321428571429,0.24529624336492362,0.29814239699997197
0.963592529296875,64,IN,4,F,0.5499107142857143,0.20294906959865186,0.14907119849998599
4.03466796875,64,IN,6,D,0.5321428571428571,0.32836176536952955,0.49641016151377554
0.931304931640625,64,OUT,8,B,0.5402232142857143,0.2277938119218999,0.2579048749105496
1.02163696289062,64,OUT,4,V,0.5040178571428571,0.33051074102683153,0.0
1.36895751953125,64,OUT,4,P,0.5409821428571429,0.32559087804215703,0.2276709006307398
2.52218627929688,64,IN,4,F,0.5324107142857143,0.2073361559760488,0.1924500897298753
1.56475830078125,64,IN,4,T,0.5307142857142857,0.22867985865229765,0.30828851880460933
1.04751586914062,64,OUT,8,S,0.5345535714285714,0.18985147546181666,0.35319011645364856
1.53549194335938,64,IN,4,L,0.5208928571428572,0.14093587761302087,0.07453559924999299
